3754,1,1,JSA (Job Seekers Allowance),1,1
3754,2,2,ESA (Employment Support Allowance),3,1
3754,3,3,DLA (Disability Living Allowance),4,1
4051,1,1,JSA (Job Seekers Allowance),1,1
5193,1,1,JSA (Job Seekers Allowance),1,1
5222,2,2,ESA (Employment Support Allowance),3,1
5224,2,2,ESA (Employment Support Allowance),3,1
5225,2,2,ESA (Employment Support Allowance),3,1
5226,2,2,ESA (Employment Support Allowance),3,1
5228,1,1,JSA (Job Seekers Allowance),1,1
5229,2,2,ESA (Employment Support Allowance),3,1
5231,1,1,JSA (Job Seekers Allowance),1,1
5232,2,2,ESA (Employment Support Allowance),3,1
5233,8,8,NASS Payments,9,1
5234,1,1,JSA (Job Seekers Allowance),1,1
5235,2,2,ESA (Employment Support Allowance),3,1
5236,1,1,JSA (Job Seekers Allowance),1,1
5237,1,1,JSA (Job Seekers Allowance),1,1
5238,2,2,ESA (Employment Support Allowance),3,1
5239,1,1,JSA (Job Seekers Allowance),1,1
5240,2,2,ESA (Employment Support Allowance),3,1
5241,1,1,JSA (Job Seekers Allowance),1,1
5242,1,1,JSA (Job Seekers Allowance),1,1
5244,1,1,JSA (Job Seekers Allowance),1,1
5245,1,1,JSA (Job Seekers Allowance),1,1
5246,10,10,Child Tax Credit,11,1
5246,11,11,Child Benefit,12,1
5247,1,1,JSA (Job Seekers Allowance),1,1
5248,1,1,JSA (Job Seekers Allowance),1,1
5248,10,10,Child Tax Credit,11,1
5248,11,11,Child Benefit,12,1
5250,1,1,JSA (Job Seekers Allowance),1,1
5251,1,1,JSA (Job Seekers Allowance),1,1
5252,2,2,ESA (Employment Support Allowance),3,1
5253,2,2,ESA (Employment Support Allowance),3,1
5254,2,2,ESA (Employment Support Allowance),3,1
5256,2,2,ESA (Employment Support Allowance),3,1
5257,1,1,JSA (Job Seekers Allowance),1,1
5258,1,1,JSA (Job Seekers Allowance),1,1
5259,11,11,Child Benefit,12,1
5261,2,2,ESA (Employment Support Allowance),3,1
5263,9,9,Tax Credits,10,1
5263,11,11,Child Benefit,12,1
5264,2,2,ESA (Employment Support Allowance),3,1
5265,10,10,Child Tax Credit,11,1
5265,11,11,Child Benefit,12,1
5266,10,10,Child Tax Credit,11,1
5266,11,11,Child Benefit,12,1
5267,10,10,Child Tax Credit,11,1
5267,11,11,Child Benefit,12,1
5269,2,2,ESA (Employment Support Allowance),3,1
5269,3,3,DLA (Disability Living Allowance),4,1
5270,1,1,JSA (Job Seekers Allowance),1,1
5271,2,2,ESA (Employment Support Allowance),3,1
5275,1,1,JSA (Job Seekers Allowance),1,1
5276,1,1,JSA (Job Seekers Allowance),1,1
5277,2,2,ESA (Employment Support Allowance),3,1
5277,3,3,DLA (Disability Living Allowance),4,1
5281,1,1,JSA (Job Seekers Allowance),1,1
5282,2,2,ESA (Employment Support Allowance),3,1
5283,2,2,ESA (Employment Support Allowance),3,1
5284,3,3,DLA (Disability Living Allowance),4,1
5288,1,1,JSA (Job Seekers Allowance),1,1
5290,1,1,JSA (Job Seekers Allowance),1,1
5291,1,1,JSA (Job Seekers Allowance),1,1
5292,1,1,JSA (Job Seekers Allowance),1,1
5298,1,1,JSA (Job Seekers Allowance),1,1
5299,2,2,ESA (Employment Support Allowance),3,1
